"id","university","major","degree","season","decision","decision_method","decision_date","decision_timestamp","gpa","gre_verbal","gre_quant","gre_writing","status","post_data","post_timestamp","uni_faculty","uni_pub"
174,"University Of California, Davis (UCD)","CS","PhD","F15","Rejected","Website","5-Mar-15",1430625600,NA,NA,NA,NA,"International","3/5/15",1430625600,NA,NA
175,"Arizona State University (ASU)","CS","PhD","F15","Accepted","E-mail","5-Feb-15",1430539200,3.51,153,167,3.5,"International","2/5/15",1430539200,26,2.3
176,"University Of Central Florida (UCF)","CS","PhD","F15","Accepted","E-mail","5-Feb-15",1430539200,3.51,153,167,3.5,"International","2/5/15",1430539200,24,2
177,"University Of Illinois, Chicago (UIC)","CS","PhD","F15","Accepted","E-mail","5-Feb-15",1430539200,3.51,153,167,3.5,"International","2/5/15",1430539200,33,2.8
178,"Ohio State University (OSU)","CS","PhD","F15","Rejected","E-mail","5-Feb-15",1430539200,3.51,153,167,3.5,"International","2/5/15",1430539200,35,3.4
179,"Oregon State University","CS","PhD","F15","Rejected","E-mail","5-Feb-15",1430539200,3.51,153,157,3.5,"International","2/5/15",1430539200,30,2.8
180,"Virginia Tech","CS","PhD","F15","Rejected","E-mail","5-Feb-15",1430539200,3.51,153,167,3.5,"International","2/5/15",1430539200,39,2.4
181,"University Of Colorado, Boulder","CS","PhD","F15","Rejected","E-mail","25-03-2015",1427256000,3.44,159,156,3,"American","2/5/15",1430539200,47,3
182,"University Of Houston","CS","PhD","F15","Accepted","Website","5-Feb-15",1430539200,3.47,145,161,3,"International","2/5/15",1430539200,13,1.5
183,"University Of California, Riverside (UCR)","CS","PhD","F15","Accepted","E-mail","17-02-2015",1424149200,3.44,159,156,3,"American","2/5/15",1430539200,36,2.8
184,"University Of California, Davis (UCD)","CS","PhD","F15","Accepted","E-mail","18-04-2015",1429329600,3.44,159,156,3,"American","2/5/15",1430539200,28,2.9
185,"University Of California, Irvine (UCI)","CS","PhD","F15","Rejected","E-mail","5-Feb-15",1430539200,3.44,159,156,3.5,"American","2/5/15",1430539200,55,4.3
186,"Northeastern University","CS","PhD","F15","Rejected","E-mail","5-Feb-15",1430539200,3,150,167,3,"International","2/5/15",1430539200,55,4.7
187,"University Of Minnesota, Twin Cities (UMN)","CS","MS","F15","Accepted","Website","5-Feb-15",1430539200,3.67,154,164,3,"International","2/5/15",1430539200,37,3.1
188,"University Of California, Irvine (UCI)","CS","PhD","F15","Rejected","Website","5-Feb-15",1430539200,NA,NA,NA,NA,"International","2/5/15",1430539200,55,4.3
189,"University Of California, Irvine (UCI)","CS","PhD","F15","Rejected","Website","5-Jan-15",1430452800,3.8,157,170,4,"International","2/5/15",1430539200,55,4.3
190,"Northeastern University","CS","PhD","F15","Rejected","Website","5-Jan-15",1430452800,NA,NA,NA,NA,"International","2/5/15",1430539200,NA,NA
191,"Northeastern University","CS","PhD","F15","Rejected","Website","5-Jan-15",1430452800,2.7,153,160,3,"International","1/5/15",1430452800,55,4.7
192,"Rutgers University","CS","MS","F15","Rejected","Other","5-Jan-15",1430452800,3.5,151,161,4,"American","1/5/15",1430452800,43,3.6
193,"Rutgers University","CS","MS","F15","Rejected","E-mail","5-Jan-15",1430452800,NA,NA,NA,NA,"International","1/5/15",1430452800,43,3.6
194,"Northeastern University","CS","PhD","F15","Rejected","Website","5-Jan-15",1430452800,NA,NA,NA,NA,"International","1/5/15",1430452800,55,4.7
195,"Northeastern University","CS","PhD","F15","Rejected","Website","5-Jan-15",1430452800,1.93,160,163,3,"International","1/5/15",1430452800,55,4.7
196,"Rutgers University","CS","MS","F15","Rejected","E-mail","5-Jan-15",1430452800,NA,157,165,4,"International","1/5/15",1430452800,43,3.6
197,"University Of Pennsylvania (UPenn)","IS","MS","F15","Accepted","E-mail","5-Jan-15",1430452800,3.3,164,166,5.5,"American","1/5/15",1430452800,46,5.6
198,"Rutgers University","CS","MS","F15","Rejected","E-mail","5-Jan-15",1430452800,3.4,150,163,2.5,"International","1/5/15",1430452800,43,3.6
199,"University Of California, Davis (UCD)","CS","MS","F15","Rejected","Website","5-Jan-15",1430452800,NA,NA,NA,NA,"International","1/5/15",1430452800,28,2.9
200,"University Of California, Irvine (UCI)","CS","PhD","F15","Rejected","Website","30-04-2015",1430366400,3.65,159,165,3.5,"International","1/5/15",1430452800,55,4.3
201,"University Of California, Los Angeles (UCLA)","ECE","PhD","F15","Rejected","Website","29-04-2015",1430280000,NA,NA,NA,NA,"International","1/5/15",1430452800,37,5
202,"Rutgers University","CS","PhD","F15","Rejected","Website","5-Jan-15",1430452800,NA,NA,NA,NA,"International","1/5/15",1430452800,43,3.6
203,"New York University (NYU)","CS","MS","F15","Accepted","E-mail","5-Jan-15",1430452800,NA,NA,NA,NA,"International","1/5/15",1430452800,46,4.3
204,"North Caroline State University (NCSU)","ECE","PhD","F15","Rejected","E-mail","30-04-2015",1430366400,3.89,158,168,4,"International","1/5/15",1430452800,30,2.3
205,"University Of California, Santa Barbara (UCSB)","ECE","PhD","F15","Rejected","E-mail","5-Jan-15",1430452800,NA,NA,NA,NA,"International","1/5/15",1430452800,25,3.5
206,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","E-mail","30-04-2015",1430366400,NA,159,166,3.5,"International","30-04-2015",1430366400,55,4.3
207,"University Of California, Davis (UCD)","CS","MS","F15","Rejected","E-mail","30-04-2015",1430366400,3.4,157,168,3,"International","30-04-2015",1430366400,28,2.9
208,"University Of Pennsylvania (UPenn)","IS","MS","F15","Rejected","Website","29-04-2015",1430280000,3.73,156,158,5.5,"American","30-04-2015",1430366400,46,5.6
209,"University Of California, Davis (UCD)","CS","MS","F15","Rejected","E-mail","30-04-2015",1430366400,NA,NA,NA,NA,"International","30-04-2015",1430366400,28,2.9
210,"University Of California, Davis (UCD)","CS","MS","F15","Rejected","E-mail","30-04-2015",1430366400,NA,167,170,4,"International","30-04-2015",1430366400,28,2.9
211,"New York University (NYU)","CS","MS","F15","Rejected","E-mail","29-04-2015",1430280000,NA,NA,NA,NA,"American","30-04-2015",1430366400,46,4.3
212,"North Carolina State University (NCSU)","CS","MS","F15","Rejected","Website","30-04-2015",1430366400,NA,NA,NA,NA,"International","30-04-2015",1430366400,30,2.3
213,"New York University (NYU)","CS","MS","F15","Rejected","E-mail","30-04-2015",1430366400,NA,157,165,4,"International","30-04-2015",1430366400,46,4.3
214,"North Carolina State University (NCSU)","CS","MS","F15","Rejected","Website","29-04-2015",1430280000,NA,157,165,4,"International","30-04-2015",1430366400,30,2.3
215,"Columbia University","CS","MS","F15","Rejected","E-mail","30-04-2015",1430366400,3.83,165,166,3,"International","30-04-2015",1430366400,47,5.8
216,"New York University (NYU)","CS","MS","F15","Accepted","E-mail","30-04-2015",1430366400,3.15,156,158,4,"American","30-04-2015",1430366400,46,4.3
217,"New York University (NYU)","CS","MS","F15","Rejected","E-mail","30-04-2015",1430366400,NA,154,153,3.5,"International","30-04-2015",1430366400,46,4.3
218,"New York University (NYU)","CS","MS","S15","Rejected","E-mail","30-04-2015",1430366400,NA,NA,NA,NA,"International","30-04-2015",1430366400,46,4.3
219,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","E-mail","29-04-2015",1430280000,3.4,155,162,3.5,"International","29-04-2015",1430280000,55,4.3
220,"University Of Pennsylvania (UPenn)","CS","MS","F15","Rejected","E-mail","29-04-2015",1430280000,NA,NA,NA,NA,"International","29-04-2015",1430280000,46,5.6
221,"University Of Pennsylvania (UPenn)","CS","MS","F15","Rejected","Website","29-04-2015",1430280000,NA,NA,NA,NA,"International","29-04-2015",1430280000,46,5.6
222,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","29-04-2015",1430280000,4,159,163,3,"International","29-04-2015",1430280000,55,4.3
223,"University Of Colorado, Colorado Springs","CS","MS","F15","Rejected","E-mail","28-04-2015",1430193600,2.95,151,157,2.5,"International","29-04-2015",1430280000,6,1.2
224,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","29-04-2015",1430280000,NA,NA,NA,NA,"International","29-04-2015",1430280000,55,4.3
225,"University Of California, Irvine (UCI)","CS","PhD","F15","Rejected","Website","28-04-2015",1430193600,NA,160,170,4.5,"International","28-04-2015",1430193600,55,4.3
226,"New York University (NYU)","CS","MS","F15","Accepted","E-mail","27-04-2015",1430107200,NA,NA,NA,NA,"International","28-04-2015",1430193600,46,4.3
227,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","28-04-2015",1430193600,3.7,151,168,3.5,"International","28-04-2015",1430193600,55,4.3
228,"University Of Minnesota, Twin Cities (UMN)","CS","MS","F15","Accepted","E-mail","28-04-2015",1430193600,NA,NA,NA,NA,"International","28-04-2015",1430193600,37,3.1
229,"New York University (NYU)","CS","MS","F15","Accepted","E-mail","28-04-2015",1430193600,NA,NA,NA,NA,"International","28-04-2015",1430193600,46,4.3
230,"University Of California, Irvine (UCI)","CS","PhD","F15","Rejected","E-mail","28-04-2015",1430193600,3.68,153,162,4,"International","28-04-2015",1430193600,55,4.3
231,"University Of California, Riverside (UCR)","CS","PhD","F15","Accepted","E-mail","20-04-2015",1429502400,3.56,158,165,4,"American","28-04-2015",1430193600,36,2.8
232,"Northeastern University","ECE","MS","F15","Accepted","E-mail","24-03-2015",1427169600,3.32,152,167,3.5,"International","28-04-2015",1430193600,55,4.7
233,"University Of Minnesota, Twin Cities (UMN)","CS","MS","F15","Accepted","Website","28-04-2015",1430193600,NA,NA,NA,NA,"International","28-04-2015",1430193600,37,3.1
234,"Northeastern University","CS","MS","F15","Rejected","E-mail","27-04-2015",1430107200,NA,154,156,4,"International","27-04-2015",1430107200,55,4.7
235,"Northeastern University","CS","MS","F15","Rejected","E-mail","27-04-2015",1430107200,NA,NA,NA,NA,"International","27-04-2015",1430107200,55,4.7
236,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","18-04-2015",1429329600,3.83,142,161,3,"International","27-04-2015",1430107200,55,4.3
237,"Florida State University (FSU)","CS","MS","F15","Accepted","E-mail","14-04-2015",1428984000,3.83,142,161,3,"International","27-04-2015",1430107200,14,1.4
238,"University Of Illinois, Chicago (UIC)","CS","MS","F15","Accepted","Website","14-04-2015",1428984000,3.83,142,161,3,"International","27-04-2015",1430107200,33,2.8
239,"Arizona State University (ASU)","CS","MS","F15","Rejected","E-mail","4-Nov-15",1428724800,3.83,142,161,3,"International","27-04-2015",1430107200,26,2.3
240,"New York University (NYU)","CS","MS","F15","Rejected","E-mail","25-03-2015",1427256000,3.83,142,161,3,"International","27-04-2015",1430107200,46,4.3
241,"University Of Georgia","CS","MS","F15","Accepted","E-mail","24-02-2015",1424754000,3.87,142,161,3,"International","27-04-2015",1430107200,7,1.3
242,"University Of California, Davis (UCD)","CS","MS","F15","Accepted","E-mail","15-03-2015",1426392000,3.4,158,163,4,"International","27-04-2015",1430107200,28,2.9
243,"Texas A&M University, College Station (TAMU)","ECE","MS","F15","Rejected","Website","24-04-2015",1429848000,NA,NA,NA,NA,"International","26-04-2015",1430020800,38,3.1
244,"University Of Minnesota, Twin Cities (UMN)","CS","MS","F15","Accepted","Website","25-04-2015",1429934400,3.6,161,170,4,"International","26-04-2015",1430020800,37,3.1
245,"University Of Minnesota, Twin Cities (UMN)","CS","MS","F15","Accepted","E-mail","25-04-2015",1429934400,3.94,144,168,3,"International with US Degree","25-04-2015",1429934400,37,3.1
246,"University Of Southern California (USC)","CS","PhD","F15","Rejected","E-mail","24-04-2015",1429848000,3.55,160,167,3.5,"International","25-04-2015",1429934400,50,5.7
247,"Northeastern University","CS","MS","F15","Accepted","E-mail","16-04-2015",1429156800,3,158,161,3.5,"International","25-04-2015",1429934400,55,4.7
248,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","25-04-2015",1429934400,NA,NA,NA,NA,"International","25-04-2015",1429934400,55,4.3
249,"University Of Florida, Gainesville (UFL)","ECE","PhD","F15","Rejected","E-mail","25-04-2015",1429934400,NA,NA,NA,NA,"International","25-04-2015",1429934400,23,1.9
250,"University Of Minnesota, Twin Cities (UMN)","CS","PhD","F15","Rejected","Website","24-04-2015",1429848000,NA,NA,NA,NA,"International","25-04-2015",1429934400,37,3.1
251,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","25-04-2015",1429934400,3.5,144,145,3,"International","25-04-2015",1429934400,55,4.3
252,"Indiana University, Bloomington","CS","MS","F15","Rejected","E-mail","25-04-2015",1429934400,NA,NA,NA,NA,"International","25-04-2015",1429934400,42,2.6
253,"Pennsylvania State University (Penn State)","CS","MS","F15","Rejected","E-mail","24-04-2015",1429848000,NA,154,164,3.5,"International","24-04-2015",1429848000,33,3.4
254,"Pennsylvania State University (Penn State)","CS","MS","F15","Rejected","E-mail","24-04-2015",1429848000,NA,154,164,3.5,"International","24-04-2015",1429848000,33,3.4
255,"Purdue University","CS","PhD","F15","Accepted","E-mail","24-04-2015",1429848000,NA,NA,NA,NA,"International","24-04-2015",1429848000,53,4.8
256,"University Of California, Irvine (UCI)","CS","PhD","F15","Rejected","Website","24-04-2015",1429848000,NA,NA,NA,NA,"International","24-04-2015",1429848000,55,4.3
257,"Indiana University, Bloomington","CS","MS","F15","Rejected","E-mail","24-04-2015",1429848000,NA,NA,NA,NA,"International","24-04-2015",1429848000,42,2.6
258,"University Of Southern California (USC)","CS","MS","F15","Rejected","Website","24-04-2015",1429848000,NA,NA,NA,NA,"International","24-04-2015",1429848000,50,5.7
259,"University Of California, Irvine (UCI)","CS","PhD","F15","Rejected","E-mail","24-04-2015",1429848000,NA,NA,NA,NA,"International with US Degree","24-04-2015",1429848000,55,4.3
260,"University Of Nevada, Reno","CS","PhD","F15","Rejected","Postal Service","20-02-2015",1424408400,NA,NA,NA,NA,"International","24-04-2015",1429848000,12,1.2
261,"George Mason University (GMU)","CS","PhD","F15","Rejected","E-mail","20-02-2015",1424408400,3.28,148,157,3.5,"International","24-04-2015",1429848000,28,2
262,"Washington State University (WSU)","ECE","PhD","F15","Accepted","E-mail","18-03-2015",1426651200,3.28,148,157,3.5,"International","24-04-2015",1429848000,12,1.4
263,"University Of Massachusetts, Boston","CS","MS","F15","Accepted","E-mail","18-04-2015",1429329600,NA,148,159,3.5,"International","24-04-2015",1429848000,5,1.2
264,"University Of Florida, Gainesville (UFL)","CS","MS","F15","Accepted","E-mail","23-04-2015",1429761600,3.15,157,165,4.5,"International","24-04-2015",1429848000,23,1.9
265,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","24-04-2015",1429848000,NA,165,164,5,"International","24-04-2015",1429848000,55,4.3
266,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","23-04-2015",1429761600,NA,NA,NA,NA,"International","24-04-2015",1429848000,55,4.3
267,"Arizona State University (ASU)","CS","MS","F15","Rejected","E-mail","24-04-2015",1429848000,NA,NA,NA,NA,"International","24-04-2015",1429848000,26,2.3
268,"University Of Minnesota, Twin Cities (UMN)","CS","MS","F15","Accepted","E-mail","24-04-2015",1429848000,NA,NA,NA,NA,"International with US Degree","24-04-2015",1429848000,37,3.1
269,"Virginia Tech","CS","MS","F15","Rejected","E-mail","24-04-2015",1429848000,NA,NA,NA,NA,"International","24-04-2015",1429848000,39,2.4
270,"Virginia Tech","CS","MS","F15","Rejected","E-mail","23-04-2015",1429761600,NA,165,164,5,"International","23-04-2015",1429761600,39,2.4
271,"New York University (NYU)","CS","MS","F15","Accepted","E-mail","27-03-2015",1427428800,3.4,150,167,4,"International","23-04-2015",1429761600,46,4.3
272,"University Of Florida, Gainesville (UFL)","CS","MS","F15","Accepted","E-mail","23-04-2015",1429761600,NA,NA,NA,NA,"International","23-04-2015",1429761600,23,1.9
273,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","23-04-2015",1429761600,NA,NA,NA,NA,"International","23-04-2015",1429761600,55,4.3
274,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","E-mail","21-04-2015",1429588800,NA,153,161,3.5,"International","23-04-2015",1429761600,55,4.3
275,"University Of California, Irvine (UCI)","CS","MS","F15","Rejected","Website","23-04-2015",1429761600,3.6,158,163,4,"International","23-04-2015",1429761600,55,4.3
276,"University Of Nevada, Reno","CS","PhD","F15","Accepted","E-mail","4-Sep-15",1428552000,2.96,152,167,3.5,"International","23-04-2015",1429761600,NA,NA
277,"George Mason University (GMU)","CS","PhD","F15","Rejected","E-mail","20-02-2015",1424408400,2.96,152,167,3.5,"International","23-04-2015",1429761600,28,2
278,"University Of South Florida (USF)","CS","PhD","F15","Rejected","E-mail","24-02-2015",1424754000,2.96,152,167,3.5,"International","23-04-2015",1429761600,10,1.3
279,"Colorado State University (CSU)","CS","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,2.96,152,167,3.5,"International","23-04-2015",1429761600,10,1.2
280,"Arizona State University (ASU)","CS","MS","F15","Rejected","E-mail","23-04-2015",1429761600,3.45,150,166,3.5,"International","23-04-2015",1429761600,26,2.3
281,"Virginia Tech","CS","MS","F15","Rejected","Website","23-04-2015",1429761600,NA,NA,NA,NA,"International","23-04-2015",1429761600,39,2.4
282,"Virginia Tech","CS","MS","F15","Rejected","Postal Service","23-04-2015",1429761600,NA,NA,NA,NA,"International","23-04-2015",1429761600,39,2.4
283,"Virginia Tech","CS","MS","F15","Rejected","Website","23-04-2015",1429761600,NA,NA,NA,NA,"International","23-04-2015",1429761600,39,2.4
